,country,total_cases,total_cases_with_travel_history_to_china,total_cases_with_transmission_outside_china,total_cases_with_transmission_site_under_investigation,total_deaths,date,daily_cases,daily_deaths,lat,long,region,continent
182,Australia,5.0,5.0,0.0,0.0,0.0,2020-01-28,1.0,0.0,-25.274398,133.775136,Western Pacific,Australia
183,Belgium,0.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,50.640281,4.666715,European,Europe
184,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-01-28,1.0,0.0,12.565679,104.990963,Western Pacific,Asia
185,Canada,2.0,0.0,0.0,0.0,0.0,2020-01-28,1.0,0.0,56.130366,-106.346771,The Americas,North America
186,China,4537.0,0.0,0.0,0.0,106.0,2020-01-28,1776.0,26.0,35.86166,104.195397,Western Pacific,Asia
187,Egypt,0.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
188,Finland,0.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,61.92411,25.748151,European,Europe
189,France,3.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,46.227638,2.213749,European,Europe
190,Germany,1.0,0.0,0.0,0.0,0.0,2020-01-28,1.0,0.0,51.165691,10.451526,European,Europe
191,India,0.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,20.593684,78.96288,South East Asia,Asia
192,Italy,0.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,41.87194,12.56738,European,Europe
193,Japan,6.0,0.0,0.0,0.0,0.0,2020-01-28,2.0,0.0,36.204824,138.252924,Western Pacific,Asia
194,Korea,4.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,40.339852,127.510093,Western Pacific,Asia
195,Malaysia,4.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,4.210484,101.975766,Western Pacific,Asia
196,Nepal,1.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,28.394857,84.124008,South East Asia,Asia
197,Philippines,0.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
198,Russian,0.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,61.52401,105.318756,European,Europe
199,Singapore,7.0,0.0,0.0,0.0,0.0,2020-01-28,3.0,0.0,1.352083,103.819836,Western Pacific,Asia
200,Spain,0.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,40.463667,-3.74922,European,Europe
201,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-01-28,1.0,0.0,7.873054,80.771797,South East Asia,Asia
202,Sweden,0.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,60.128161,18.643501,European,Europe
203,Thailand,14.0,0.0,0.0,0.0,0.0,2020-01-28,9.0,0.0,15.870032,100.992541,South East Asia,Asia
204,UAE,0.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
205,UK,0.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,55.378051,-3.435973,European,Europe
206,USA,5.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,37.09024,-95.712891,The Americas,North America
207,VietNam,2.0,0.0,0.0,0.0,0.0,2020-01-28,0.0,0.0,14.058324,108.277199,Western Pacific,Asia
208,Australia,7.0,0.0,0.0,0.0,0.0,2020-01-29,2.0,0.0,-25.274398,133.775136,Western Pacific,Australia
209,Belgium,0.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,50.640281,4.666715,European,Europe
210,Cambodia,1.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
211,Canada,3.0,0.0,0.0,0.0,0.0,2020-01-29,1.0,0.0,56.130366,-106.346771,The Americas,North America
212,China,5997.0,0.0,0.0,0.0,132.0,2020-01-29,1460.0,26.0,35.86166,104.195397,Western Pacific,Asia
213,Egypt,0.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
214,Finland,0.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,61.92411,25.748151,European,Europe
215,France,4.0,0.0,0.0,0.0,0.0,2020-01-29,1.0,0.0,46.227638,2.213749,European,Europe
216,Germany,4.0,0.0,0.0,0.0,0.0,2020-01-29,3.0,0.0,51.165691,10.451526,European,Europe
217,India,0.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,20.593684,78.96288,South East Asia,Asia
218,Italy,0.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,41.87194,12.56738,European,Europe
219,Japan,7.0,0.0,0.0,0.0,0.0,2020-01-29,1.0,0.0,36.204824,138.252924,Western Pacific,Asia
220,Korea,4.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,40.339852,127.510093,Western Pacific,Asia
221,Malaysia,4.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,4.210484,101.975766,Western Pacific,Asia
222,Nepal,1.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,28.394857,84.124008,South East Asia,Asia
223,Philippines,0.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
224,Russian,0.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,61.52401,105.318756,European,Europe
225,Singapore,7.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,1.352083,103.819836,Western Pacific,Asia
226,Spain,0.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,40.463667,-3.74922,European,Europe
227,SriLanka,1.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,7.873054,80.771797,South East Asia,Asia
228,Sweden,0.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,60.128161,18.643501,European,Europe
229,Thailand,14.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,15.870032,100.992541,South East Asia,Asia
230,UAE,4.0,4.0,0.0,0.0,0.0,2020-01-29,4.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
231,UK,0.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,55.378051,-3.435973,European,Europe
232,USA,5.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,37.09024,-95.712891,The Americas,North America
233,VietNam,2.0,0.0,0.0,0.0,0.0,2020-01-29,0.0,0.0,14.058324,108.277199,Western Pacific,Asia
234,Australia,7.0,7.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,-25.274398,133.775136,Western Pacific,Australia
235,Belgium,0.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,50.640281,4.666715,European,Europe
236,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
237,Canada,3.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,56.130366,-106.346771,The Americas,North America
238,China,7736.0,0.0,0.0,0.0,170.0,2020-01-30,1739.0,38.0,35.86166,104.195397,Western Pacific,Asia
239,Egypt,0.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
240,Finland,1.0,1.0,0.0,0.0,0.0,2020-01-30,1.0,0.0,61.92411,25.748151,European,Europe
241,France,5.0,0.0,0.0,0.0,0.0,2020-01-30,1.0,0.0,46.227638,2.213749,European,Europe
242,Germany,4.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,51.165691,10.451526,European,Europe
243,India,1.0,1.0,0.0,0.0,0.0,2020-01-30,1.0,0.0,20.593684,78.96288,South East Asia,Asia
244,Italy,0.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,41.87194,12.56738,European,Europe
245,Japan,11.0,0.0,0.0,0.0,0.0,2020-01-30,4.0,0.0,36.204824,138.252924,Western Pacific,Asia
246,Korea,4.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,40.339852,127.510093,Western Pacific,Asia
247,Malaysia,7.0,0.0,0.0,0.0,0.0,2020-01-30,3.0,0.0,4.210484,101.975766,Western Pacific,Asia
248,Nepal,1.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,28.394857,84.124008,South East Asia,Asia
249,Philippines,1.0,0.0,0.0,0.0,0.0,2020-01-30,1.0,0.0,12.879721,121.774017,Western Pacific,Asia
250,Russian,0.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,61.52401,105.318756,European,Europe
251,Singapore,10.0,0.0,0.0,0.0,0.0,2020-01-30,3.0,0.0,1.352083,103.819836,Western Pacific,Asia
252,Spain,0.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,40.463667,-3.74922,European,Europe
253,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,7.873054,80.771797,South East Asia,Asia
254,Sweden,0.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,60.128161,18.643501,European,Europe
255,Thailand,14.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,15.870032,100.992541,South East Asia,Asia
256,UAE,4.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
257,UK,0.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,55.378051,-3.435973,European,Europe
258,USA,5.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,37.09024,-95.712891,The Americas,North America
259,VietNam,2.0,0.0,0.0,0.0,0.0,2020-01-30,0.0,0.0,14.058324,108.277199,Western Pacific,Asia
260,Australia,9.0,0.0,0.0,0.0,0.0,2020-01-31,2.0,0.0,-25.274398,133.775136,Western Pacific,Australia
261,Belgium,0.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,50.640281,4.666715,European,Europe
262,Cambodia,1.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
263,Canada,3.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,56.130366,-106.346771,The Americas,North America
264,China,9720.0,0.0,0.0,0.0,213.0,2020-01-31,1984.0,43.0,35.86166,104.195397,Western Pacific,Asia
265,Egypt,0.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
266,Finland,1.0,1.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,61.92411,25.748151,European,Europe
267,France,6.0,0.0,0.0,0.0,0.0,2020-01-31,1.0,0.0,46.227638,2.213749,European,Europe
268,Germany,5.0,0.0,0.0,0.0,0.0,2020-01-31,1.0,0.0,51.165691,10.451526,European,Europe
269,India,1.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,20.593684,78.96288,South East Asia,Asia
270,Italy,2.0,2.0,0.0,0.0,0.0,2020-01-31,2.0,0.0,41.87194,12.56738,European,Europe
271,Japan,14.0,0.0,0.0,0.0,0.0,2020-01-31,3.0,0.0,36.204824,138.252924,Western Pacific,Asia
272,Korea,11.0,0.0,0.0,0.0,0.0,2020-01-31,7.0,0.0,40.339852,127.510093,Western Pacific,Asia
273,Malaysia,8.0,0.0,0.0,0.0,0.0,2020-01-31,1.0,0.0,4.210484,101.975766,Western Pacific,Asia
274,Nepal,1.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,28.394857,84.124008,South East Asia,Asia
275,Philippines,1.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
276,Russian,0.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,61.52401,105.318756,European,Europe
277,Singapore,13.0,0.0,0.0,0.0,0.0,2020-01-31,3.0,0.0,1.352083,103.819836,Western Pacific,Asia
278,Spain,0.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,40.463667,-3.74922,European,Europe
279,SriLanka,1.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,7.873054,80.771797,South East Asia,Asia
280,Sweden,0.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,60.128161,18.643501,European,Europe
281,Thailand,14.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,15.870032,100.992541,South East Asia,Asia
282,UAE,4.0,4.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
283,UK,0.0,0.0,0.0,0.0,0.0,2020-01-31,0.0,0.0,55.378051,-3.435973,European,Europe
284,USA,6.0,0.0,0.0,0.0,0.0,2020-01-31,1.0,0.0,37.09024,-95.712891,The Americas,North America
285,VietNam,5.0,0.0,0.0,0.0,0.0,2020-01-31,3.0,0.0,14.058324,108.277199,Western Pacific,Asia
286,Australia,12.0,12.0,0.0,0.0,0.0,2020-02-01,3.0,0.0,-25.274398,133.775136,Western Pacific,Australia
287,Belgium,0.0,0.0,0.0,0.0,0.0,2020-02-01,0.0,0.0,50.640281,4.666715,European,Europe
288,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-02-01,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
289,Canada,4.0,3.0,0.0,0.0,0.0,2020-02-01,1.0,0.0,56.130366,-106.346771,The Americas,North America
290,China,11821.0,0.0,0.0,0.0,259.0,2020-02-01,2101.0,46.0,35.86166,104.195397,Western Pacific,Asia
291,Egypt,0.0,0.0,0.0,0.0,0.0,2020-02-01,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
292,Finland,1.0,1.0,0.0,0.0,0.0,2020-02-01,0.0,0.0,61.92411,25.748151,European,Europe
293,France,6.0,5.0,0.0,0.0,0.0,2020-02-01,0.0,0.0,46.227638,2.213749,European,Europe
294,Germany,7.0,2.0,0.0,0.0,0.0,2020-02-01,2.0,0.0,51.165691,10.451526,European,Europe
295,India,1.0,1.0,0.0,0.0,0.0,2020-02-01,0.0,0.0,20.593684,78.96288,South East Asia,Asia
296,Italy,2.0,2.0,0.0,0.0,0.0,2020-02-01,0.0,0.0,41.87194,12.56738,European,Europe
297,Japan,17.0,17.0,0.0,0.0,0.0,2020-02-01,3.0,0.0,36.204824,138.252924,Western Pacific,Asia
298,Korea,12.0,8.0,0.0,0.0,0.0,2020-02-01,1.0,0.0,40.339852,127.510093,Western Pacific,Asia
299,Malaysia,8.0,1.0,0.0,0.0,0.0,2020-02-01,0.0,0.0,4.210484,101.975766,Western Pacific,Asia
300,Nepal,1.0,1.0,0.0,0.0,0.0,2020-02-01,0.0,0.0,28.394857,84.124008,South East Asia,Asia
301,Philippines,1.0,1.0,0.0,0.0,0.0,2020-02-01,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
302,Russian,2.0,2.0,0.0,0.0,0.0,2020-02-01,2.0,0.0,61.52401,105.318756,European,Europe
303,Singapore,16.0,16.0,0.0,0.0,0.0,2020-02-01,3.0,0.0,1.352083,103.819836,Western Pacific,Asia
304,Spain,1.0,0.0,0.0,0.0,0.0,2020-02-01,1.0,0.0,40.463667,-3.74922,European,Europe
305,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-02-01,0.0,0.0,7.873054,80.771797,South East Asia,Asia
306,Sweden,1.0,1.0,0.0,0.0,0.0,2020-02-01,1.0,0.0,60.128161,18.643501,European,Europe
307,Thailand,19.0,18.0,0.0,0.0,0.0,2020-02-01,5.0,0.0,15.870032,100.992541,South East Asia,Asia
308,UAE,4.0,4.0,0.0,0.0,0.0,2020-02-01,0.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
309,UK,2.0,1.0,0.0,0.0,0.0,2020-02-01,2.0,0.0,55.378051,-3.435973,European,Europe
310,USA,7.0,8.0,0.0,0.0,0.0,2020-02-01,1.0,0.0,37.09024,-95.712891,The Americas,North America
311,VietNam,6.0,6.0,0.0,0.0,0.0,2020-02-01,1.0,0.0,14.058324,108.277199,Western Pacific,Asia
312,Australia,12.0,12.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,-25.274398,133.775136,Western Pacific,Australia
313,Belgium,0.0,0.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,50.640281,4.666715,European,Europe
314,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
315,Canada,4.0,3.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,56.130366,-106.346771,The Americas,North America
316,China,14411.0,0.0,0.0,0.0,304.0,2020-02-02,2590.0,45.0,35.86166,104.195397,Western Pacific,Asia
317,Egypt,0.0,0.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
318,Finland,1.0,1.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,61.92411,25.748151,European,Europe
319,France,6.0,5.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,46.227638,2.213749,European,Europe
320,Germany,8.0,2.0,0.0,0.0,0.0,2020-02-02,1.0,0.0,51.165691,10.451526,European,Europe
321,India,2.0,2.0,0.0,0.0,0.0,2020-02-02,1.0,0.0,20.593684,78.96288,South East Asia,Asia
322,Italy,2.0,2.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,41.87194,12.56738,European,Europe
323,Japan,20.0,17.0,0.0,0.0,0.0,2020-02-02,3.0,0.0,36.204824,138.252924,Western Pacific,Asia
324,Korea,15.0,8.0,0.0,0.0,0.0,2020-02-02,3.0,0.0,40.339852,127.510093,Western Pacific,Asia
325,Malaysia,8.0,1.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,4.210484,101.975766,Western Pacific,Asia
326,Nepal,1.0,1.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,28.394857,84.124008,South East Asia,Asia
327,Philippines,2.0,1.0,0.0,0.0,0.0,2020-02-02,1.0,0.0,12.879721,121.774017,Western Pacific,Asia
328,Russian,2.0,2.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,61.52401,105.318756,European,Europe
329,Singapore,18.0,18.0,0.0,0.0,0.0,2020-02-02,2.0,0.0,1.352083,103.819836,Western Pacific,Asia
330,Spain,1.0,0.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,40.463667,-3.74922,European,Europe
331,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,7.873054,80.771797,South East Asia,Asia
332,Sweden,1.0,1.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,60.128161,18.643501,European,Europe
333,Thailand,19.0,18.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,15.870032,100.992541,South East Asia,Asia
334,UAE,5.0,5.0,0.0,0.0,0.0,2020-02-02,1.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
335,UK,2.0,1.0,0.0,0.0,0.0,2020-02-02,0.0,0.0,55.378051,-3.435973,European,Europe
336,USA,8.0,8.0,0.0,0.0,0.0,2020-02-02,1.0,0.0,37.09024,-95.712891,The Americas,North America
337,VietNam,7.0,6.0,0.0,0.0,0.0,2020-02-02,1.0,0.0,14.058324,108.277199,Western Pacific,Asia
338,Australia,12.0,12.0,0.0,0.0,0.0,2020-02-03,0.0,0.0,-25.274398,133.775136,Western Pacific,Australia
339,Belgium,0.0,0.0,0.0,0.0,0.0,2020-02-03,0.0,0.0,50.640281,4.666715,European,Europe
340,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-02-03,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
341,Canada,4.0,3.0,0.0,1.0,0.0,2020-02-03,0.0,0.0,56.130366,-106.346771,The Americas,North America
342,China,17238.0,0.0,0.0,0.0,361.0,2020-02-03,2827.0,57.0,35.86166,104.195397,Western Pacific,Asia
343,Egypt,0.0,0.0,0.0,0.0,0.0,2020-02-03,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
344,Finland,1.0,1.0,0.0,0.0,0.0,2020-02-03,0.0,0.0,61.92411,25.748151,European,Europe
345,France,6.0,5.0,1.0,0.0,0.0,2020-02-03,0.0,0.0,46.227638,2.213749,European,Europe
346,Germany,10.0,2.0,8.0,0.0,0.0,2020-02-03,2.0,0.0,51.165691,10.451526,European,Europe
347,India,3.0,3.0,0.0,0.0,0.0,2020-02-03,1.0,0.0,20.593684,78.96288,South East Asia,Asia
348,Italy,2.0,2.0,0.0,0.0,0.0,2020-02-03,0.0,0.0,41.87194,12.56738,European,Europe
349,Japan,20.0,17.0,3.0,0.0,0.0,2020-02-03,0.0,0.0,36.204824,138.252924,Western Pacific,Asia
350,Korea,15.0,8.0,4.0,3.0,0.0,2020-02-03,0.0,0.0,40.339852,127.510093,Western Pacific,Asia
351,Malaysia,8.0,1.0,1.0,0.0,0.0,2020-02-03,0.0,0.0,4.210484,101.975766,Western Pacific,Asia
352,Nepal,1.0,1.0,0.0,0.0,0.0,2020-02-03,0.0,0.0,28.394857,84.124008,South East Asia,Asia
353,Philippines,2.0,1.0,0.0,1.0,1.0,2020-02-03,0.0,1.0,12.879721,121.774017,Western Pacific,Asia
354,Russian,2.0,2.0,0.0,0.0,0.0,2020-02-03,0.0,0.0,61.52401,105.318756,European,Europe
355,Singapore,18.0,18.0,0.0,0.0,0.0,2020-02-03,0.0,0.0,1.352083,103.819836,Western Pacific,Asia
356,Spain,1.0,0.0,1.0,0.0,0.0,2020-02-03,0.0,0.0,40.463667,-3.74922,European,Europe
357,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-02-03,0.0,0.0,7.873054,80.771797,South East Asia,Asia
358,Sweden,1.0,1.0,0.0,0.0,0.0,2020-02-03,0.0,0.0,60.128161,18.643501,European,Europe
359,Thailand,19.0,18.0,1.0,0.0,0.0,2020-02-03,0.0,0.0,15.870032,100.992541,South East Asia,Asia
360,UAE,5.0,5.0,0.0,0.0,0.0,2020-02-03,0.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
361,UK,2.0,1.0,1.0,0.0,0.0,2020-02-03,0.0,0.0,55.378051,-3.435973,European,Europe
362,USA,11.0,8.0,2.0,1.0,0.0,2020-02-03,3.0,0.0,37.09024,-95.712891,The Americas,North America
363,VietNam,8.0,6.0,2.0,0.0,0.0,2020-02-03,1.0,0.0,14.058324,108.277199,Western Pacific,Asia
