,country,total_cases,total_cases_with_travel_history_to_china,total_cases_with_transmission_outside_china,total_cases_with_transmission_site_under_investigation,total_deaths,date,daily_cases,daily_deaths,lat,long,region,continent
546,Australia,15.0,15.0,0.0,0.0,0.0,2020-02-11,0.0,0.0,-25.274398,133.775136,Western Pacific,Australia
547,Belgium,1.0,1.0,0.0,0.0,0.0,2020-02-11,0.0,0.0,50.640281,4.666715,European,Europe
548,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-02-11,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
549,Canada,7.0,6.0,0.0,1.0,0.0,2020-02-11,0.0,0.0,56.130366,-106.346771,The Americas,North America
550,China,42708.0,0.0,0.0,0.0,1017.0,2020-02-11,2473.0,108.0,35.86166,104.195397,Western Pacific,Asia
551,Egypt,0.0,0.0,0.0,0.0,0.0,2020-02-11,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
552,Finland,1.0,1.0,0.0,0.0,0.0,2020-02-11,0.0,0.0,61.92411,25.748151,European,Europe
553,France,11.0,5.0,6.0,0.0,0.0,2020-02-11,0.0,0.0,46.227638,2.213749,European,Europe
554,Germany,14.0,2.0,12.0,0.0,0.0,2020-02-11,0.0,0.0,51.165691,10.451526,European,Europe
555,India,3.0,3.0,0.0,0.0,0.0,2020-02-11,0.0,0.0,20.593684,78.96288,South East Asia,Asia
556,Italy,3.0,3.0,0.0,0.0,0.0,2020-02-11,0.0,0.0,41.87194,12.56738,European,Europe
557,Japan,26.0,22.0,4.0,0.0,0.0,2020-02-11,0.0,0.0,36.204824,138.252924,Western Pacific,Asia
558,Korea,28.0,13.0,12.0,3.0,0.0,2020-02-11,1.0,0.0,40.339852,127.510093,Western Pacific,Asia
559,Malaysia,18.0,15.0,3.0,0.0,0.0,2020-02-11,0.0,0.0,4.210484,101.975766,Western Pacific,Asia
560,Nepal,1.0,1.0,0.0,0.0,0.0,2020-02-11,0.0,0.0,28.394857,84.124008,South East Asia,Asia
561,Philippines,3.0,2.0,0.0,1.0,1.0,2020-02-11,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
562,Russian,2.0,2.0,0.0,0.0,0.0,2020-02-11,0.0,0.0,61.52401,105.318756,European,Europe
563,Singapore,45.0,22.0,23.0,0.0,0.0,2020-02-11,2.0,0.0,1.352083,103.819836,Western Pacific,Asia
564,Spain,2.0,0.0,2.0,0.0,0.0,2020-02-11,0.0,0.0,40.463667,-3.74922,European,Europe
565,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-02-11,0.0,0.0,7.873054,80.771797,South East Asia,Asia
566,Sweden,1.0,1.0,0.0,0.0,0.0,2020-02-11,0.0,0.0,60.128161,18.643501,European,Europe
567,Thailand,33.0,23.0,6.0,4.0,0.0,2020-02-11,1.0,0.0,15.870032,100.992541,South East Asia,Asia
568,UAE,8.0,6.0,1.0,1.0,0.0,2020-02-11,0.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
569,UK,8.0,1.0,7.0,0.0,0.0,2020-02-11,4.0,0.0,55.378051,-3.435973,European,Europe
570,USA,13.0,11.0,2.0,0.0,0.0,2020-02-11,1.0,0.0,37.09024,-95.712891,The Americas,North America
571,VietNam,15.0,8.0,6.0,1.0,0.0,2020-02-11,1.0,0.0,14.058324,108.277199,Western Pacific,Asia
572,Australia,15.0,15.0,0.0,0.0,0.0,2020-02-12,0.0,0.0,-25.274398,133.775136,Western Pacific,Australia
573,Belgium,1.0,1.0,0.0,0.0,0.0,2020-02-12,0.0,0.0,50.640281,4.666715,European,Europe
574,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-02-12,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
575,Canada,7.0,6.0,0.0,1.0,0.0,2020-02-12,0.0,0.0,56.130366,-106.346771,The Americas,North America
576,China,45171.0,0.0,0.0,0.0,1113.0,2020-02-12,2463.0,96.0,35.86166,104.195397,Western Pacific,Asia
577,Egypt,0.0,0.0,0.0,0.0,0.0,2020-02-12,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
578,Finland,1.0,1.0,0.0,0.0,0.0,2020-02-12,0.0,0.0,61.92411,25.748151,European,Europe
579,France,11.0,5.0,6.0,0.0,0.0,2020-02-12,0.0,0.0,46.227638,2.213749,European,Europe
580,Germany,16.0,2.0,14.0,0.0,0.0,2020-02-12,2.0,0.0,51.165691,10.451526,European,Europe
581,India,3.0,3.0,0.0,0.0,0.0,2020-02-12,0.0,0.0,20.593684,78.96288,South East Asia,Asia
582,Italy,3.0,3.0,0.0,0.0,0.0,2020-02-12,0.0,0.0,41.87194,12.56738,European,Europe
583,Japan,28.0,24.0,4.0,0.0,0.0,2020-02-12,2.0,0.0,36.204824,138.252924,Western Pacific,Asia
584,Korea,28.0,13.0,12.0,3.0,0.0,2020-02-12,0.0,0.0,40.339852,127.510093,Western Pacific,Asia
585,Malaysia,18.0,15.0,3.0,0.0,0.0,2020-02-12,0.0,0.0,4.210484,101.975766,Western Pacific,Asia
586,Nepal,1.0,1.0,0.0,0.0,0.0,2020-02-12,0.0,0.0,28.394857,84.124008,South East Asia,Asia
587,Philippines,3.0,2.0,0.0,1.0,1.0,2020-02-12,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
588,Russian,2.0,2.0,0.0,0.0,0.0,2020-02-12,0.0,0.0,61.52401,105.318756,European,Europe
589,Singapore,47.0,22.0,25.0,0.0,0.0,2020-02-12,2.0,0.0,1.352083,103.819836,Western Pacific,Asia
590,Spain,2.0,0.0,2.0,0.0,0.0,2020-02-12,0.0,0.0,40.463667,-3.74922,European,Europe
591,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-02-12,0.0,0.0,7.873054,80.771797,South East Asia,Asia
592,Sweden,1.0,1.0,0.0,0.0,0.0,2020-02-12,0.0,0.0,60.128161,18.643501,European,Europe
593,Thailand,33.0,23.0,6.0,4.0,0.0,2020-02-12,0.0,0.0,15.870032,100.992541,South East Asia,Asia
594,UAE,8.0,6.0,1.0,1.0,0.0,2020-02-12,0.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
595,UK,8.0,1.0,7.0,0.0,0.0,2020-02-12,0.0,0.0,55.378051,-3.435973,European,Europe
596,USA,13.0,11.0,2.0,0.0,0.0,2020-02-12,0.0,0.0,37.09024,-95.712891,The Americas,North America
597,VietNam,15.0,8.0,7.0,0.0,0.0,2020-02-12,0.0,0.0,14.058324,108.277199,Western Pacific,Asia
598,Australia,15.0,15.0,0.0,0.0,0.0,2020-02-13,0.0,0.0,-25.274398,133.775136,Western Pacific,Australia
599,Belgium,1.0,1.0,0.0,0.0,0.0,2020-02-13,0.0,0.0,50.640281,4.666715,European,Europe
600,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-02-13,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
601,Canada,7.0,6.0,0.0,1.0,0.0,2020-02-13,0.0,0.0,56.130366,-106.346771,The Americas,North America
602,China,46550.0,0.0,0.0,0.0,1113.0,2020-02-13,1379.0,0.0,35.86166,104.195397,Western Pacific,Asia
603,Egypt,0.0,0.0,0.0,0.0,0.0,2020-02-13,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
604,Finland,1.0,1.0,0.0,0.0,0.0,2020-02-13,0.0,0.0,61.92411,25.748151,European,Europe
605,France,11.0,5.0,6.0,0.0,0.0,2020-02-13,0.0,0.0,46.227638,2.213749,European,Europe
606,Germany,16.0,2.0,14.0,0.0,0.0,2020-02-13,0.0,0.0,51.165691,10.451526,European,Europe
607,India,3.0,3.0,0.0,0.0,0.0,2020-02-13,0.0,0.0,20.593684,78.96288,South East Asia,Asia
608,Italy,3.0,3.0,0.0,0.0,0.0,2020-02-13,0.0,0.0,41.87194,12.56738,European,Europe
609,Japan,29.0,24.0,5.0,0.0,0.0,2020-02-13,1.0,0.0,36.204824,138.252924,Western Pacific,Asia
610,Korea,28.0,13.0,12.0,3.0,0.0,2020-02-13,0.0,0.0,40.339852,127.510093,Western Pacific,Asia
611,Malaysia,18.0,15.0,3.0,0.0,0.0,2020-02-13,0.0,0.0,4.210484,101.975766,Western Pacific,Asia
612,Nepal,1.0,1.0,0.0,0.0,0.0,2020-02-13,0.0,0.0,28.394857,84.124008,South East Asia,Asia
613,Philippines,3.0,3.0,0.0,0.0,1.0,2020-02-13,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
614,Russian,2.0,2.0,0.0,0.0,0.0,2020-02-13,0.0,0.0,61.52401,105.318756,European,Europe
615,Singapore,50.0,22.0,28.0,0.0,0.0,2020-02-13,3.0,0.0,1.352083,103.819836,Western Pacific,Asia
616,Spain,2.0,0.0,2.0,0.0,0.0,2020-02-13,0.0,0.0,40.463667,-3.74922,European,Europe
617,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-02-13,0.0,0.0,7.873054,80.771797,South East Asia,Asia
618,Sweden,1.0,1.0,0.0,0.0,0.0,2020-02-13,0.0,0.0,60.128161,18.643501,European,Europe
619,Thailand,33.0,23.0,6.0,4.0,0.0,2020-02-13,0.0,0.0,15.870032,100.992541,South East Asia,Asia
620,UAE,8.0,6.0,1.0,1.0,0.0,2020-02-13,0.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
621,UK,9.0,2.0,7.0,0.0,0.0,2020-02-13,1.0,0.0,55.378051,-3.435973,European,Europe
622,USA,14.0,12.0,2.0,0.0,0.0,2020-02-13,1.0,0.0,37.09024,-95.712891,The Americas,North America
623,VietNam,16.0,8.0,8.0,0.0,0.0,2020-02-13,1.0,0.0,14.058324,108.277199,Western Pacific,Asia
624,Australia,15.0,15.0,0.0,0.0,0.0,2020-02-14,0.0,0.0,-25.274398,133.775136,Western Pacific,Australia
625,Belgium,1.0,1.0,0.0,0.0,0.0,2020-02-14,0.0,0.0,50.640281,4.666715,European,Europe
626,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-02-14,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
627,Canada,7.0,6.0,0.0,1.0,0.0,2020-02-14,0.0,0.0,56.130366,-106.346771,The Americas,North America
628,China,48548.0,0.0,0.0,0.0,1381.0,2020-02-14,1998.0,268.0,35.86166,104.195397,Western Pacific,Asia
629,Egypt,0.0,0.0,0.0,0.0,0.0,2020-02-14,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
630,Finland,1.0,1.0,0.0,0.0,0.0,2020-02-14,0.0,0.0,61.92411,25.748151,European,Europe
631,France,11.0,5.0,6.0,0.0,0.0,2020-02-14,0.0,0.0,46.227638,2.213749,European,Europe
632,Germany,16.0,2.0,14.0,0.0,0.0,2020-02-14,0.0,0.0,51.165691,10.451526,European,Europe
633,India,3.0,3.0,0.0,0.0,0.0,2020-02-14,0.0,0.0,20.593684,78.96288,South East Asia,Asia
634,Italy,3.0,3.0,0.0,0.0,0.0,2020-02-14,0.0,0.0,41.87194,12.56738,European,Europe
635,Japan,33.0,24.0,9.0,0.0,0.0,2020-02-14,4.0,0.0,36.204824,138.252924,Western Pacific,Asia
636,Korea,28.0,13.0,12.0,3.0,0.0,2020-02-14,0.0,0.0,40.339852,127.510093,Western Pacific,Asia
637,Malaysia,19.0,15.0,4.0,0.0,0.0,2020-02-14,1.0,0.0,4.210484,101.975766,Western Pacific,Asia
638,Nepal,1.0,1.0,0.0,0.0,0.0,2020-02-14,0.0,0.0,28.394857,84.124008,South East Asia,Asia
639,Philippines,3.0,3.0,0.0,0.0,1.0,2020-02-14,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
640,Russian,2.0,2.0,0.0,0.0,0.0,2020-02-14,0.0,0.0,61.52401,105.318756,European,Europe
641,Singapore,58.0,22.0,36.0,0.0,0.0,2020-02-14,8.0,0.0,1.352083,103.819836,Western Pacific,Asia
642,Spain,2.0,0.0,2.0,0.0,0.0,2020-02-14,0.0,0.0,40.463667,-3.74922,European,Europe
643,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-02-14,0.0,0.0,7.873054,80.771797,South East Asia,Asia
644,Sweden,1.0,1.0,0.0,0.0,0.0,2020-02-14,0.0,0.0,60.128161,18.643501,European,Europe
645,Thailand,33.0,23.0,6.0,4.0,0.0,2020-02-14,0.0,0.0,15.870032,100.992541,South East Asia,Asia
646,UAE,8.0,6.0,1.0,1.0,0.0,2020-02-14,0.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
647,UK,9.0,2.0,7.0,0.0,0.0,2020-02-14,0.0,0.0,55.378051,-3.435973,European,Europe
648,USA,15.0,13.0,2.0,0.0,0.0,2020-02-14,1.0,0.0,37.09024,-95.712891,The Americas,North America
649,VietNam,16.0,8.0,8.0,0.0,0.0,2020-02-14,0.0,0.0,14.058324,108.277199,Western Pacific,Asia
650,Australia,15.0,12.0,3.0,0.0,0.0,2020-02-15,0.0,0.0,-25.274398,133.775136,Western Pacific,Australia
651,Belgium,1.0,1.0,0.0,0.0,0.0,2020-02-15,0.0,0.0,50.640281,4.666715,European,Europe
652,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-02-15,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
653,Canada,7.0,6.0,0.0,1.0,0.0,2020-02-15,0.0,0.0,56.130366,-106.346771,The Americas,North America
654,China,50054.0,0.0,0.0,0.0,1524.0,2020-02-15,1506.0,143.0,35.86166,104.195397,Western Pacific,Asia
655,Egypt,0.0,0.0,0.0,0.0,0.0,2020-02-15,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
656,Finland,1.0,1.0,0.0,0.0,0.0,2020-02-15,0.0,0.0,61.92411,25.748151,European,Europe
657,France,11.0,5.0,6.0,0.0,0.0,2020-02-15,0.0,0.0,46.227638,2.213749,European,Europe
658,Germany,16.0,2.0,14.0,0.0,0.0,2020-02-15,0.0,0.0,51.165691,10.451526,European,Europe
659,India,3.0,3.0,0.0,0.0,0.0,2020-02-15,0.0,0.0,20.593684,78.96288,South East Asia,Asia
660,Italy,3.0,3.0,0.0,0.0,0.0,2020-02-15,0.0,0.0,41.87194,12.56738,European,Europe
661,Japan,41.0,25.0,16.0,0.0,1.0,2020-02-15,8.0,1.0,36.204824,138.252924,Western Pacific,Asia
662,Korea,28.0,13.0,12.0,3.0,0.0,2020-02-15,0.0,0.0,40.339852,127.510093,Western Pacific,Asia
663,Malaysia,21.0,16.0,4.0,1.0,0.0,2020-02-15,2.0,0.0,4.210484,101.975766,Western Pacific,Asia
664,Nepal,1.0,1.0,0.0,0.0,0.0,2020-02-15,0.0,0.0,28.394857,84.124008,South East Asia,Asia
665,Philippines,3.0,3.0,0.0,0.0,1.0,2020-02-15,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
666,Russian,2.0,2.0,0.0,0.0,0.0,2020-02-15,0.0,0.0,61.52401,105.318756,European,Europe
667,Singapore,67.0,22.0,44.0,1.0,0.0,2020-02-15,9.0,0.0,1.352083,103.819836,Western Pacific,Asia
668,Spain,2.0,0.0,2.0,0.0,0.0,2020-02-15,0.0,0.0,40.463667,-3.74922,European,Europe
669,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-02-15,0.0,0.0,7.873054,80.771797,South East Asia,Asia
670,Sweden,1.0,1.0,0.0,0.0,0.0,2020-02-15,0.0,0.0,60.128161,18.643501,European,Europe
671,Thailand,34.0,23.0,7.0,4.0,0.0,2020-02-15,1.0,0.0,15.870032,100.992541,South East Asia,Asia
672,UAE,8.0,6.0,1.0,1.0,0.0,2020-02-15,0.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
673,UK,9.0,2.0,7.0,0.0,0.0,2020-02-15,0.0,0.0,55.378051,-3.435973,European,Europe
674,USA,15.0,13.0,2.0,0.0,0.0,2020-02-15,0.0,0.0,37.09024,-95.712891,The Americas,North America
675,VietNam,16.0,8.0,8.0,0.0,0.0,2020-02-15,0.0,0.0,14.058324,108.277199,Western Pacific,Asia
676,Australia,15.0,12.0,3.0,0.0,0.0,2020-02-16,0.0,0.0,-25.274398,133.775136,Western Pacific,Australia
677,Belgium,1.0,1.0,0.0,0.0,0.0,2020-02-16,0.0,0.0,50.640281,4.666715,European,Europe
678,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-02-16,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
679,Canada,7.0,6.0,0.0,1.0,0.0,2020-02-16,0.0,0.0,56.130366,-106.346771,The Americas,North America
680,China,51174.0,0.0,0.0,0.0,1666.0,2020-02-16,1120.0,142.0,35.86166,104.195397,Western Pacific,Asia
681,Egypt,1.0,0.0,1.0,0.0,0.0,2020-02-16,1.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
682,Finland,1.0,1.0,0.0,0.0,0.0,2020-02-16,0.0,0.0,61.92411,25.748151,European,Europe
683,France,12.0,5.0,7.0,0.0,1.0,2020-02-16,1.0,1.0,46.227638,2.213749,European,Europe
684,Germany,16.0,2.0,14.0,0.0,0.0,2020-02-16,0.0,0.0,51.165691,10.451526,European,Europe
685,India,3.0,3.0,0.0,0.0,0.0,2020-02-16,0.0,0.0,20.593684,78.96288,South East Asia,Asia
686,Italy,3.0,3.0,0.0,0.0,0.0,2020-02-16,0.0,0.0,41.87194,12.56738,European,Europe
687,Japan,53.0,26.0,27.0,0.0,1.0,2020-02-16,12.0,0.0,36.204824,138.252924,Western Pacific,Asia
688,Korea,29.0,13.0,13.0,3.0,0.0,2020-02-16,1.0,0.0,40.339852,127.510093,Western Pacific,Asia
689,Malaysia,22.0,17.0,4.0,1.0,0.0,2020-02-16,1.0,0.0,4.210484,101.975766,Western Pacific,Asia
690,Nepal,1.0,1.0,0.0,0.0,0.0,2020-02-16,0.0,0.0,28.394857,84.124008,South East Asia,Asia
691,Philippines,3.0,3.0,0.0,0.0,1.0,2020-02-16,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
692,Russian,2.0,2.0,0.0,0.0,0.0,2020-02-16,0.0,0.0,61.52401,105.318756,European,Europe
693,Singapore,72.0,22.0,49.0,1.0,0.0,2020-02-16,5.0,0.0,1.352083,103.819836,Western Pacific,Asia
694,Spain,2.0,0.0,2.0,0.0,0.0,2020-02-16,0.0,0.0,40.463667,-3.74922,European,Europe
695,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-02-16,0.0,0.0,7.873054,80.771797,South East Asia,Asia
696,Sweden,1.0,1.0,0.0,0.0,0.0,2020-02-16,0.0,0.0,60.128161,18.643501,European,Europe
697,Thailand,34.0,23.0,7.0,4.0,0.0,2020-02-16,0.0,0.0,15.870032,100.992541,South East Asia,Asia
698,UAE,8.0,6.0,1.0,1.0,0.0,2020-02-16,0.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
699,UK,9.0,2.0,7.0,0.0,0.0,2020-02-16,0.0,0.0,55.378051,-3.435973,European,Europe
700,USA,15.0,13.0,2.0,0.0,0.0,2020-02-16,0.0,0.0,37.09024,-95.712891,The Americas,North America
701,VietNam,16.0,8.0,8.0,0.0,0.0,2020-02-16,0.0,0.0,14.058324,108.277199,Western Pacific,Asia
702,Australia,15.0,12.0,3.0,0.0,0.0,2020-02-17,0.0,0.0,-25.274398,133.775136,Western Pacific,Australia
703,Belgium,1.0,1.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,50.640281,4.666715,European,Europe
704,Cambodia,1.0,1.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,12.565679,104.990963,Western Pacific,Asia
705,Canada,7.0,6.0,0.0,1.0,0.0,2020-02-17,0.0,0.0,56.130366,-106.346771,The Americas,North America
706,China,70635.0,0.0,0.0,0.0,1772.0,2020-02-17,19461.0,106.0,35.86166,104.195397,Western Pacific,Asia
707,Egypt,1.0,0.0,1.0,0.0,0.0,2020-02-17,0.0,0.0,26.820553,30.802498,Eastern Mediterranean,Asia
708,Finland,1.0,1.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,61.92411,25.748151,European,Europe
709,France,12.0,5.0,7.0,0.0,1.0,2020-02-17,0.0,0.0,46.227638,2.213749,European,Europe
710,Germany,16.0,2.0,14.0,0.0,0.0,2020-02-17,0.0,0.0,51.165691,10.451526,European,Europe
711,India,3.0,3.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,20.593684,78.96288,South East Asia,Asia
712,Italy,3.0,3.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,41.87194,12.56738,European,Europe
713,Japan,59.0,26.0,33.0,0.0,1.0,2020-02-17,6.0,0.0,36.204824,138.252924,Western Pacific,Asia
714,Korea,30.0,13.0,14.0,3.0,0.0,2020-02-17,1.0,0.0,40.339852,127.510093,Western Pacific,Asia
715,Malaysia,22.0,17.0,4.0,1.0,0.0,2020-02-17,0.0,0.0,4.210484,101.975766,Western Pacific,Asia
716,Nepal,1.0,1.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,28.394857,84.124008,South East Asia,Asia
717,Philippines,3.0,3.0,0.0,0.0,1.0,2020-02-17,0.0,0.0,12.879721,121.774017,Western Pacific,Asia
718,Russian,2.0,2.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,61.52401,105.318756,European,Europe
719,Singapore,75.0,22.0,52.0,1.0,0.0,2020-02-17,3.0,0.0,1.352083,103.819836,Western Pacific,Asia
720,Spain,2.0,0.0,2.0,0.0,0.0,2020-02-17,0.0,0.0,40.463667,-3.74922,European,Europe
721,SriLanka,1.0,1.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,7.873054,80.771797,South East Asia,Asia
722,Sweden,1.0,1.0,0.0,0.0,0.0,2020-02-17,0.0,0.0,60.128161,18.643501,European,Europe
723,Thailand,35.0,23.0,7.0,5.0,0.0,2020-02-17,1.0,0.0,15.870032,100.992541,South East Asia,Asia
724,UAE,9.0,6.0,2.0,1.0,0.0,2020-02-17,1.0,0.0,23.424076,53.847818,Eastern Mediterranean,Asia
725,UK,9.0,2.0,7.0,0.0,0.0,2020-02-17,0.0,0.0,55.378051,-3.435973,European,Europe
726,USA,15.0,13.0,2.0,0.0,0.0,2020-02-17,0.0,0.0,37.09024,-95.712891,The Americas,North America
727,VietNam,16.0,8.0,8.0,0.0,0.0,2020-02-17,0.0,0.0,14.058324,108.277199,Western Pacific,Asia
